Issue ID,Product,Component,Assignee,Status,Resolution,Summary,Changed
40413,Writer,ui,h.ilter,CLOSED,FIXED,MailMerge: "New Address Block" Dialog - Drag and Drop is a hassle,2013/8/7 14:41
50703,Writer,open-import,michael.ruess,CLOSED,FIXED,Footnotes from SO5 document initially wrongly numbered,2013/8/7 14:42
65474,xml,code,jogi,CLOSED,FIXED,OOo XML export failed with Hyperlinks; Renaming a file would break references,2006/5/23 10:29
29089,Writer,ui,michael.ruess,CLOSED,FIXED,unnecessary repaint of view on moving Writer fly frame,2013/8/7 14:41
34055,Writer,code,michael.ruess,CLOSED,FIXED,line toggles position,2013/8/7 14:41
11720,udk,code,foskey,CLOSED,FIXED,Exported symbols of shared lib jvmaccess depend on JDK version,2003/6/30 19:31
99618,udk,code,olaf-openoffice,CLOSED,FIXED,prevent invalidating the java settings when updating to 3.1,2009/4/23 12:35
47804,Writer,open-import,michael.ruess,CLOSED,FIXED,Importing word doc: transparent image in header looses transparency,2013/8/7 14:42
38704,Writer,editing,eric.savary,CLOSED,FIXED,Can't paste from 1.1.4,2013/8/7 14:41
58685,Writer,formatting,h.ilter,CLOSED,FIXED,labels templates have columns row interchanged,2013/8/7 14:40
25319,Writer,code,michael.ruess,CLOSED,FIXED,WW8: Styles with no parent style should not inherit from default/normal,2013/8/7 14:41
46293,utilities,automation,b.osi.ooo,CLOSED,FIXED,testtool: Slot FileExit doesn't work anymore,2006/5/11 20:59
6074,porting,code,ed,CLOSED,FIXED,OOO_STABLE_1/X11+Aqua: sw needs patch to build,2004/3/25 7:28
21108,ui,ui,thorsten.martens,CLOSED,FIXED,Search handler for OOo files on MS Windows,2004/11/23 10:55
23817,Writer,code,michael.ruess,CLOSED,FIXED,WW8: OOO 1.1. cannot open this file; Loop,2013/8/7 14:41
47277,Writer,formatting,michael.ruess,CLOSED,FIXED,An MS Word document not opening properly,2013/8/7 14:41
23510,xml,documentation,svante.schubert,CLOSED,FIXED,XHTML filter - update OOo documentation,2007/7/24 13:42
55618,xml,external filters,oc,CLOSED,FIXED,SpreadsheetML Export filter:  Enabling absolute cell reference & references to external sheets,2005/11/21 16:09
14982,Writer,ui,michael.ruess,CLOSED,FIXED,RTF import - wrong pagebreaks before paragraph,2013/8/7 14:41
77592,porting,MacOSX,jogi,CLOSED,FIXED,Use of the Mac OS X spell checker,2007/10/9 6:16
31698,Writer,ui,michael.ruess,CLOSED,FIXED,Unify representation of frames/graphics and drawing objects in the file format,2013/8/7 14:41
37002,utilities,code,ooo,CLOSED,FIXED,Compilation of svtools fails with --with-system-jpeg,2005/4/28 16:03
37515,Writer,formatting,michael.ruess,CLOSED,FIXED,confusing coloring numbering and bullets,2013/8/7 14:41
28561,xml,smalldevices,oc,CLOSED,FIXED,Bugfixes for xmerge needed for LaTeX export,2005/3/10 16:35
73638,QA,www,Joost.Andrae,CLOSED,FIXED,Move legacy 1.1.5rc4 to the mirrors,2008/5/17 23:32
19922,Writer,code,michael.ruess,CLOSED,FIXED,Word 97 incompatibility,2013/8/7 14:41
27942,Writer,code,michael.ruess,CLOSED,FIXED,incompatibility with Office 2003; will recognize exported file as corrupr,2013/8/7 14:41
40843,Writer,viewing,michael.ruess,CLOSED,FIXED,The line width in toobar is different from format/line,2013/8/7 14:41
17056,Writer,code,michael.ruess,CLOSED,FIXED,WW8: Word doesn't have "title case" character property,2013/8/7 14:41
34042,xml,code,jack.warchold,CLOSED,FIXED,unnecessary internal namespace declarations for embedded OOo objects,2004/11/25 14:06
40129,Writer,formatting,h.ilter,CLOSED,FIXED,Keep the table within textframe for letter signs,2013/8/7 14:41
52329,Writer,editing,michael.ruess,CLOSED,FIXED,Writer freezes after deleting graphic out of TOC,2013/8/7 14:42
65435,utilities,code,joerg.skottke,CLOSED,FIXED,warnings01: failure in configmgr,2006/8/9 13:01
22922,Writer,ui,stefan.baltzer,CLOSED,FIXED,OpenOffice.org crashes when sorting multiple-column indexes,2013/8/7 14:41
26945,Writer,code,michael.ruess,CLOSED,FIXED,Word9: CellbreakingTable in Table with images does not break on next page,2013/8/7 14:41
30029,ui,ui,ralf.unger,CLOSED,FIXED,Document background does not respect high contrast themes,2004/11/18 12:16
36196,Writer,ui,marc.neumann,CLOSED,FIXED,[cws eforms2] delete of an attribute in the datanavigator doesn't work,2013/8/7 14:41
25668,Writer,code,michael.ruess,CLOSED,FIXED,RTF: OO crashes,2013/8/7 14:41
32015,Writer,code,wilson.guo,CLOSED,FIXED,WordML export: frames not exported,2013/8/7 14:41
56737,Writer,ui,pescetti,CLOSED,FIXED,IT: Incorrect translation of "Caption" ("Dicitura"),2013/8/7 14:43
25677,Writer,code,michael.ruess,CLOSED,FIXED,RTF -numbering corrupted,2013/8/7 14:41
36648,Writer,ui,h.ilter,CLOSED,FIXED,Disable Return address in envelope window won't work with german layout,2013/8/7 14:41
4899,Writer,ui,stefan.baltzer,CLOSED,FIXED,cannot jump to the top of the previous/next page within a big table,2013/8/7 14:43
3030,Writer,code,michael.ruess,CLOSED,FIXED,WW8: Word Flexible form fields have no direct writer analogue,2013/8/7 14:43
90975,Writer,code,stefan.baltzer,CLOSED,FIXED,Extension Dictionaries and multiple locales for the same dictionary,2013/8/7 14:43
27102,Writer,code,stefan.baltzer,CLOSED,FIXED,Drag and drop hyperlinks from navigator is broken in 1.1.1rc3,2013/8/7 14:42
35572,Writer,ui,michael.ruess,CLOSED,FIXED,Bullets and Numbering floating toolbar doesn't move subpars,2013/8/7 14:41
47489,Writer,formatting,michael.ruess,CLOSED,FIXED,Spacing to content in table is not working properly,2013/8/7 14:41
61857,Writer,open-import,frank,CLOSED,FIXED,Crash on opening document with broken image,2013/8/7 14:40
23531,xml,code,thorsten.martens,CLOSED,FIXED,Zip format changes from OOo 1.0 to OOo 1.1,2005/4/14 8:36
57919,Writer,save-export,michael.ruess,CLOSED,FIXED,HTML export sets all paragraphs to "1" when opening in Browser,2013/8/7 14:42
18322,Writer,code,michael.ruess,CLOSED,FIXED,"MS Word import: paragraph numbers restart with 1 for each paragraph, they should count up",2013/8/7 14:41
81645,utilities,automation,jogi,CLOSED,FIXED,testtool: AQUA: declare.bas is not useable,2008/8/9 23:42
30054,Writer,ui,eric.savary,CLOSED,FIXED,style changes upon saving,2013/8/7 14:41
58675,porting,code,hans-joachim.lankenau,CLOSED,FIXED,adding a TWAIN build_type,2006/4/20 12:20
35507,Writer,ui,thorsten.martens,CLOSED,FIXED,Controls toolbar not resizable,2013/8/7 14:41
41266,Writer,ui,eric.savary,CLOSED,FIXED,.uno:NewXForms needs an UI name under Customize Shortcut,2013/8/7 14:41
51721,udk,code,stephan.bergmann.secondary,CLOSED,FIXED,forward XComponent methods at WeakComponetImplHelperXX,2005/11/7 16:01
7713,Writer,code,michael.ruess,CLOSED,FIXED,Another RTF file not working in OOo,2013/8/7 14:41
75485,porting,MacOSX,pavel,CLOSED,FIXED,#NAME?,2007/6/10 13:15
36973,xml,external filters,oc,CLOSED,FIXED,Excel filters: Align does not work after OASIS change,2005/2/7 9:46
32913,Writer,code,michael.ruess,CLOSED,FIXED,Writer Web doesn't handle horizontal scrollbar correctly,2013/8/7 14:41
40496,Writer,ui,helge.delfs,CLOSED,FIXED,Spellchecker does not commit changes correctly,2013/8/7 14:41
45424,Writer,code,h.ilter,CLOSED,FIXED,MailMerge: It should not allowed with read only documents,2013/8/7 14:42
67233,porting,MacOSX,eric.bachard,CLOSED,FIXED,"icons are too big when .dmg is mounted, and Readme is not visible",2008/5/16 3:34
27151,Writer,code,jack.warchold,CLOSED,FIXED,binfilter:SO4 & SO5 docs with paragraph styles could not be opend,2013/8/7 14:41
18638,udk,code,non-migrated,CLOSED,FIXED,When opening an existing file as binary with READ WRITE access does not work.,2004/11/25 17:48
14810,Writer,ui,michael.ruess,CLOSED,FIXED,bug importing Word documents,2013/8/7 14:42
93558,xml,code,stefan.baltzer,CLOSED,FIXED,OpenDocument manifest.xml namespace prefix problem,2009/12/18 10:05
14363,ui,ui,h.ilter,CLOSED,FIXED,Button for direct printing changes its behaviour after printing to a custom printer,2004/12/7 14:37
40435,Writer,ui,thorsten.martens,CLOSED,FIXED,"lost extended tooltips on statusbar (all in english version, some in german version)",2013/8/7 14:41
49570,Writer,editing,michael.ruess,CLOSED,FIXED,Outline counts wrongly when unnumbered Level 3 preceeding numbnered level 2,2013/8/7 14:41
47132,udk,code,matthias.huetsch,CLOSED,FIXED,C++ UNO Bridges: Use executable memory for generated proxy code,2008/5/16 3:31
23125,udk,code,joergbudi,CLOSED,FIXED,Problems with unregistering a UNO listener via PyUNO,2004/5/22 15:21
112210,QA,www,issues,CLOSED,FIXED,Distribute British English (en-GB) 3.2.1RC2 localization as final,2013/8/7 15:07
9801,Writer,ui,stefan.baltzer,CLOSED,FIXED,OOo crashes when deleting/backspacing minimum value in column/row field of table dialog,2003/9/8 16:56
92650,QA,testscripts,oc,CLOSED,FIXED,[Automation]Slot for ToolsSpellchecker has changed,2013/8/7 15:07
37410,ui,ui,Joost.Andrae,CLOSED,FIXED,Crash Reporter: Text area cannot be left with <Tab> key,2005/2/2 13:43
43510,ui,ui,ulf.stroehler,CLOSED,FIXED,"Input method bar (""[---]"", etc.) should be moved or hideable",2005/7/26 11:12
43367,Writer,ui,h.ilter,CLOSED,FIXED,Space missing in string,2013/8/7 14:41
58436,Writer,code,stephan.wunderlich,CLOSED,FIXED,TextPortion Enumeration not working with bookmarks,2013/8/7 14:42
2182,Writer,ui,michael.ruess,CLOSED,FIXED,Star Office 6 Beta - Word Processor,2003/9/8 16:56
82830,porting,code,joerg.skottke,CLOSED,FIXED,basic: warnings on 64bit systems,2008/3/12 10:00
34342,porting,code,yasuakit,CLOSED,FIXED,Solarisgccport:  config_office patch,2005/2/13 8:53
41695,udk,code,joerg.skottke,CLOSED,FIXED,Basic instruction Get produces a syntax error,2005/11/8 12:25
60652,Writer,code,michael.ruess,CLOSED,FIXED,debug mode STLport: crash when increasing level of numbering,2013/8/7 14:42
40713,Writer,formatting,oc,CLOSED,FIXED,Please add Tibetan to languages in CTL fonts dialouge,2013/8/7 14:41
55204,Writer,save-export,michael.ruess,CLOSED,FIXED,Attached file hangs OOo2.0rc1,2013/8/7 14:42
18765,porting,code,nesshof,CLOSED,FIXED,starsuite 7 lives in 49/normal on linux sparc,2004/10/26 0:45
77568,porting,MacOSX,ericb,CLOSED,FIXED,Impress : No text appears in presentation mode,2007/7/9 22:59
10826,Writer,code,michael.ruess,CLOSED,FIXED,"OO +/- system lockup with scroll, save of doc with many footnotes",2013/8/7 14:41
45718,Writer,ui,eric.savary,CLOSED,FIXED,UNDOing deletion of form controls results in invisible shape,2013/8/7 14:41
33498,Writer,ui,eric.savary,CLOSED,FIXED,Wrong string in the Undo-list for rename bookmark,2013/8/7 14:41
40041,Writer,code,michael.ruess,CLOSED,FIXED,Outline Numbering: Turn on Outline Numbering by Numbeirng Button in the Obj. Bar Does Not Work,2013/8/7 14:41
51400,Writer,code,stefan.baltzer,CLOSED,FIXED,Non-printable control characters from unicode range 0x2000-0x206f are shown in documents,2013/8/7 14:42
26566,Writer,ui,stefan.baltzer,CLOSED,FIXED,input field crashes Writer,2013/8/7 14:41
36357,xml,code,jogi,CLOSED,FIXED,XML FILTER SETTINGS: Save as package does not work,2005/4/21 13:34
107051,porting,code,caolanm,CLOSED,FIXED,port OOo to linux hppa (parisc),2009/12/9 21:01
28333,Writer,code,michael.ruess,CLOSED,FIXED,WW8: Table cells merge on import; table gets wrong width values,2013/8/7 14:41
63540,Writer,code,michael.ruess,CLOSED,FIXED,Bullets/Numbering: Turning off a list is not possible via backspace,2013/8/7 14:40
109092,QA,www,issues,CLOSED,FIXED,Distribute Italian localized OOo 3.2.0-RC5 as final,2013/8/7 15:07
11212,Writer,code,ulf.stroehler,CLOSED,FIXED,invalid languagetype used in GetDefaultFont,2013/8/7 14:43
2462,Writer,code,stefan.baltzer,CLOSED,FIXED,Wrong document format after document recovery,2013/8/7 14:43
33129,ui,AccessBridge,eric.savary,CLOSED,FIXED,"AccessibleText.getAtIndex(int part, int index)  not Java-like for WORD type",2004/10/29 14:29
40815,porting,code,caolanm,CLOSED,FIXED,svtools cannot be build on gcc < 3.4 ( imap.cxx ),2005/2/14 18:12
48094,Writer,ui,michael.ruess,CLOSED,FIXED,Format->Character->Font->Language Spanish (Equador) incorrectly spelt!,2013/8/7 14:42
36909,xml,external filters,oc,CLOSED,FIXED,Excel XSLT import filter: Value of calculated table:formula have changed in OASIS,2005/4/7 11:51
42356,Writer,ui,michael.ruess,CLOSED,FIXED,Context menu for numberings not implemented,2013/8/7 14:42
27107,Writer,ui,michael.ruess,CLOSED,FIXED,Wrong name of New Document from MSword document,2013/8/7 14:41
48589,xml,code,wolframgarten,CLOSED,FIXED,incorrect glue points mapping,2005/5/17 14:46
59242,Writer,editing,h.ilter,CLOSED,FIXED,MailMerge should react to modified database immediately,2013/8/7 14:42
41171,Writer,ui,helge.delfs,CLOSED,FIXED,Creation of hyperlinks doesn't work anymore via Format -> Character,2013/8/7 14:41
55391,Writer,editing,michael.ruess,CLOSED,FIXED,corupted outline and normal autonumbering after pasting text copied from numered part,2013/8/7 14:42
15287,Writer,code,michael.ruess,CLOSED,FIXED,Unable to import .doc files created by 602Pro PC SUITE,2013/8/7 14:43
77495,porting,MacOSX,ericb,CLOSED,FIXED,Implement void AquaSalObject::EndSetClipRegion(),2008/1/23 14:22
28984,ui,ui,eric.savary,CLOSED,FIXED,Q-PCD EaseOfUse-57 separate OOo modules: Options - Impl1,2004/9/30 20:12
37571,Writer,formatting,michael.ruess,CLOSED,FIXED,Tables change size on import/export from/to MS Word.,2013/8/7 14:41
46582,porting,code,hans-joachim.lankenau,CLOSED,FIXED,rhino can be built with gcj 4.0.0 now,2005/4/13 11:27
36102,xml,external filters,jack.warchold,CLOSED,FIXED,XSLT filter: Remove 'dxa' conversion from measure_conversion.xsl,2005/2/2 13:47
48539,Writer,formatting,h.ilter,CLOSED,FIXED,Many samples and templates should be resaved.,2013/8/7 14:42
9861,Writer,code,thorsten.martens,CLOSED,FIXED,hangs loading html 65KB with linked images,2013/8/7 14:41
30327,Writer,ui,stefan.baltzer,CLOSED,FIXED,Fixed line spacing cannot be set,2013/8/7 14:41
19940,ucb,code,kai.sommerfeld,CLOSED,FIXED,addEventListener vs. removeEventListener (cut'n-pasto?),2004/11/30 11:07
44700,xml,code,stefan.baltzer,CLOSED,FIXED,Wrong mediatype is used for master document.,2005/4/19 11:24
16571,Writer,ui,eric.savary,CLOSED,FIXED,Record Number Field does not print out with Mail Merge,2013/8/7 14:44
107915,Writer,formatting,stefan.baltzer,CLOSED,FIXED,vertical writing mis-rotates CJK-characters outside of the unicode base plane,2013/8/7 14:44
35257,Writer,code,eric.savary,CLOSED,FIXED,Esperanto Patch for sw/source/filter/basflt/fltini.cxx,2013/8/7 14:41
53224,utilities,code,frank.schoenheit,CLOSED,FIXED,unotools: eventlisteneradapter.cxx: Iterator may be decremented out of bound,2005/9/20 12:16
64810,ui,code,b.osi.ooo,CLOSED,FIXED,office file picker return wrong extension with checked auto filename extension,2006/7/19 12:25
27798,ucb,code,steffen.grund,CLOSED,FIXED,tdoc: exception while copying stream inside one document,2004/7/30 16:36
10773,ui,ui,christian.guenther,CLOSED,FIXED,write protected gallery path causes OOo to crash,2009/8/7 23:36
88069,Writer,ui,eric.savary,CLOSED,FIXED,[a11y] Please emit object:text-attributes-changed events when text attributes change,2013/8/7 14:44
34343,Writer,editing,michael.ruess,CLOSED,FIXED,Insert formula after autocomplete causes crash,2013/8/7 14:41
49516,udk,code,kay.ramme,CLOSED,FIXED,_parse_locale leaks rtl_uStrings,2005/11/22 9:54
39421,Writer,formatting,michael.ruess,CLOSED,FIXED,style dropdown in toolbar doesn't use translated stylenames,2013/8/7 14:41
59089,Writer,ui,frank,CLOSED,FIXED,The warning dialog titled "Security Warning" is always opened twice when opening the attached file.,2013/8/7 14:40
5164,ui,ui,hennes.rohling,CLOSED,FIXED,Documents with special characters in path not recognized,2006/12/21 14:12
21344,user-faq,www,con.hennessy,CLOSED,FIXED,gmane site name invalid support.openoffice.org,2004/2/20 22:55
86880,Writer,code,mst.ooo,CLOSED,FIXED,sw: warning: comparison with string literal results in unspecified behaviour,2010/11/5 17:56
30357,porting,code,rodarvus,CLOSED,FIXED,needs rpm to build sysui,2005/3/31 15:39
55421,Writer,formatting,michael.ruess,CLOSED,FIXED,Loop/Performance problem when table editing/formating,2013/8/7 14:42
56715,porting,code,kendy,CLOSED,FIXED,64bit:Trivial long/ULONG -> sal_Int32/sal_uInt32,2008/5/16 3:32
19393,Writer,code,michael.ruess,CLOSED,FIXED,Spellchecker deletes footnotes,2013/8/7 14:43
79619,QA,testscripts,smolejv,RESOLVED,FIXED,w_menutools.bas and its inc files dont match,2007/7/25 10:28
32581,Writer,code,jogi,CLOSED,FIXED,Validation error,2013/8/7 14:41
46548,porting,MacOSX,maho.nakata,CLOSED,FIXED,"Mac OS X : prototype definition is wrong in project xmlhelp, xmlhelp/source/cxxhelp/provider/db.hxx",2005/6/15 12:06
35687,Writer,formatting,michael.ruess,CLOSED,FIXED,Custom format in section endnotes wrong,2013/8/7 14:41
25466,ui,code,ralf.unger,CLOSED,FIXED,java.lang.ClassCastException at travelling through documents,2004/11/18 12:15
53988,Writer,editing,michael.ruess,CLOSED,FIXED,Not possible to promote Level with Backspace in first place,2013/8/7 14:42
42014,Writer,code,oc,CLOSED,FIXED,calendar popup in agenda wizard ignores locales,2013/8/7 14:40
72586,QA,www,issues,CLOSED,FIXED,Distribute Irish builds,2008/5/17 23:34
18170,xml,code,jogi,CLOSED,FIXED,"""in"" as length unit",2004/7/19 12:15
36834,xml,external filters,oc,CLOSED,FIXED,EXCEL import filter: Produces invalid OASIS number:number-style,2004/12/9 15:07
44334,Writer,ui,michael.ruess,CLOSED,FIXED,Differnt position of drawing objects after save and reload,2013/8/7 14:41
67400,porting,code,pavel,CLOSED,FIXED,Warning: try and catch ignored when compiling with -noex.,2010/11/11 1:06
32313,utilities,automation,b.osi.ooo,CLOSED,FIXED,don't load library sts without calling soffice -enableautomation,2004/11/24 18:44
40412,Writer,ui,h.ilter,CLOSED,FIXED,MailMerge: "New Address Block" Dialog  - Preview does not work correctly,2013/8/7 14:41
51737,Writer,editing,michael.ruess,CLOSED,FIXED,"When saving, note warning even if all notes are deleted",2013/8/7 14:42
27336,Writer,code,stefan.baltzer,CLOSED,FIXED,Using 'Palatino Linotype' font causes wrong caret movement,2013/8/7 14:41
13271,Writer,code,michael.ruess,CLOSED,FIXED,Parts of some macros missing on import.,2013/8/7 14:43
99871,QA,testscripts,joerg.skottke,CLOSED,FIXED,[Automation] Remove deprecated DialogTest2 function,2013/8/7 15:07
48925,porting,code,stephan.bergmann.secondary,CLOSED,FIXED,New symbol has wrong version in sal,2005/11/16 8:15
24142,porting,code,jsc,CLOSED,FIXED,FreeBSD support in ODK,2005/2/15 15:27
53745,ui,ui,h.ilter,CLOSED,FIXED,IT: Typos in URL transfer dialog explanation - Italian,2006/5/17 13:32
25071,Writer,code,stefan.baltzer,CLOSED,FIXED,WW8 Import/Export for feature 'cell wise vertical formatting',2013/8/7 14:41
37773,utilities,automation,b.osi.ooo,CLOSED,FIXED,testtool: Slot/Control unknown :"ID",2006/5/11 20:56
5873,porting,code,ed,CLOSED,FIXED,OOO_STABLE_1/X11:  dtrans needs patch to build,2004/3/25 4:33
33679,ui,ui,michael.ruess,CLOSED,FIXED,Icons have no transparency,2004/11/18 14:36
48434,Writer,code,michael.ruess,CLOSED,FIXED,Graphics disappear after saving as odt,2013/8/7 14:41
61519,Writer,code,h.ilter,CLOSED,FIXED,MailMerge: The gender will not indicated in result document,2013/8/7 14:42
42273,Writer,code,michael.ruess,CLOSED,FIXED,Confusing numbering in in second level when first level is bulleted,2013/8/7 14:41
55619,xml,external filters,oc,CLOSED,FIXED,SpreadsheetML filter: Grid options - and several others - get lost during roundtrip,2005/11/21 16:15
17086,Writer,ui,michael.ruess,CLOSED,FIXED,Ugly Word file conversion at this URL,2013/8/7 14:41
71932,porting,code,sparcmoz,CLOSED,FIXED,The object has already been disposed: error on Exit,2010/2/22 15:20
28749,Writer,ui,michael.ruess,CLOSED,FIXED,convert drawing object positions in the transformer from OOo file format to OASIS file format and vice versa,2013/8/7 14:41
112581,QA,www,issues,CLOSED,FIXED,Distribute OOo 3.2.1 RC2 as final MacOS PPC,2013/8/7 15:07
37686,Writer,formatting,michael.ruess,CLOSED,FIXED,sometimes text from WW8 doc doesn't fit in one page,2013/8/7 14:41
35461,Writer,formatting,h.ilter,CLOSED,FIXED,Wizard pages will not handled as read only documents,2013/8/7 14:41
42333,Writer,code,eric.savary,CLOSED,FIXED,Context menu of hyperlinked picture doesn't show picture related menus or toolbar,2013/8/7 14:42
73330,udk,code,b.osi.ooo,CLOSED,FIXED,Include THIRDPARTYLICENSEREADME.html in URE 1.2,2007/1/30 9:49
30088,Writer,code,michael.ruess,CLOSED,FIXED,OO 1.1.1 crashes,2013/8/7 14:41
41142,porting,code,chne,CLOSED,FIXED,FreeBSD porting : gmake support for SDK,2005/4/1 10:32
12120,Writer,code,michael.ruess,CLOSED,FIXED,When saving .sxw as .rtf some lithuanian symbols are saved incorrectly on windows version,2013/8/7 14:41
34651,Writer,code,h.ilter,CLOSED,FIXED,Date field in Agenda wizard doesn't fill up after choosing the date,2013/8/7 14:41
53025,xml,code,michael.ruess,CLOSED,FIXED,package: crash in retriving graphic from 1.1.3 password protected .sxw,2005/10/13 14:30
65850,Writer,ui,eric.savary,CLOSED,FIXED,[CWS warnings01] [non-pro] pressing Ctrl-Alt-Shift-E 6 times crashes OOo,2013/8/7 14:41
25904,Writer,code,stefan.baltzer,CLOSED,FIXED,Lock when opening a given sxw file,2013/8/7 14:41
34995,Writer,code,h.ilter,CLOSED,FIXED,Drawing object is moving after save and reload,2013/8/7 14:41
9058,Writer,code,eric.savary,CLOSED,FIXED,Accessing redlines from Basic crashes OOo,2013/8/7 14:43
59506,Writer,printing,philipp.lohmann,CLOSED,FIXED,Defaulting to "collate pages",2013/8/7 14:44
26324,Writer,code,michael.ruess,CLOSED,FIXED,Unnumbered headlines get numbered after ww8 import: toc from MS Word not imported/displayed correctly,2013/8/7 14:41
101648,Writer,editing,michael.ruess,CLOSED,FIXED,Inserting a frame via toolbar results in wrong position of frame,2013/8/7 14:44
45085,Writer,open-import,michael.ruess,CLOSED,FIXED,hang on loading .doc(ument),2013/8/7 14:41
59539,Writer,editing,eric.savary,CLOSED,FIXED,Redlining: Redline information get lost in tables,2013/8/7 14:40
25601,Writer,code,michael.ruess,CLOSED,FIXED,ww8: default date format is different for different field types (for some fool MS reason),2013/8/7 14:41
105421,Writer,code,stefan.baltzer,CLOSED,FIXED,linguistic: library should no longer link against sfx2,2013/8/7 14:44
3141,Writer,code,stefan.baltzer,CLOSED,FIXED,It doesn't show the variable value after loading a file unless press F9 or something,2013/8/7 14:43
6904,Writer,code,michael.ruess,CLOSED,FIXED,Problems with importing frame from MS Word document.,2013/8/7 14:41
90950,porting,code,t_ono,CLOSED,FIXED,MinGW port catchup fix for DEV300_m20,2008/7/12 15:17
40146,Writer,open-import,michael.ruess,CLOSED,FIXED,WW8 .doc containing graphic in table won't open,2013/8/7 14:41
47580,Writer,editing,michael.ruess,CLOSED,FIXED,Deleting paragraphs in row-breaking can cause crash/freeze,2013/8/7 14:42
62354,Writer,ui,uwe.luebbers,CLOSED,FIXED,Two dummy buttons in Find/Replace dialog,2013/8/7 14:42
43673,Writer,ui,h.ilter,CLOSED,FIXED,MailMerge: Send as OpenDocument Text gets *.oxt extension,2013/8/7 14:41
57920,Writer,editing,michael.ruess,CLOSED,FIXED,Moving Chapter via Navigator deletes outline numbers from moved Headings,2013/8/7 14:42
1100,Writer,ui,os_ooo,CLOSED,FIXED,Outline numbering,2003/12/6 14:52
17692,porting,code,sander_traveling,CLOSED,FIXED,IRIX: setup2/source/agenda/agenda.cxx SiMakeDirAction accepts ByteString not String?,2004/2/27 13:06
31889,Writer,code,helge.delfs,CLOSED,FIXED,Export sw2 to sw5 freezes office,2013/8/7 14:41
31168,Writer,ui,openoffice,CLOSED,FIXED,Data Loss when saving Unicode File to OO File Format,2013/8/7 14:43
47248,Writer,code,marc.neumann,CLOSED,FIXED,xform binding for a submission is deleted after reload the document,2013/8/7 14:41
58817,porting,code,hans-joachim.lankenau,CLOSED,FIXED,configure should use with-system-stdlibs by default when /etc/rpm/macros.prelink exists,2006/4/6 14:02
41965,udk,code,frank,CLOSED,FIXED,Some Java applets do not  work properly,2005/4/5 11:14
52167,udk,code,stephan.bergmann.secondary,CLOSED,FIXED,move com.sun.star.lib.uno.helper.draft.PropertyMixin helper,2005/11/7 15:59
9666,Writer,ui,michael.ruess,CLOSED,FIXED,WW8: Complex Tables,2013/8/7 14:41
36974,xml,external filters,oc,CLOSED,FIXED,Excel export filter: Due to OASIS XML change 'underline' does not work,2005/2/7 9:46
45100,udk,code,nesshof,CLOSED,FIXED,disable support for libgcj.5,2005/5/2 9:55
34411,utilities,code,steffen.grund,CLOSED,FIXED,PackageManager ought to migrate user packages from OOo 1.1 to OOo 2.0.,2005/10/24 11:06
34286,xml,external filters,jogi,CLOSED,FIXED,XHTML export filter: Export of Meeting document template results in StackOverflow,2005/2/9 20:01
48403,Writer,code,h.ilter,CLOSED,FIXED,Performance problem with new MailMerge process,2013/8/7 14:42
30318,Writer,ui,michael.ruess,CLOSED,FIXED,Numbering followed Outline paragraph hasn't own counting,2013/8/7 14:41
36113,ui,ui,thorsten.martens,CLOSED,FIXED,Drawing Toolbar shall appear by pressing a toolbar button,2004/12/3 10:09
43118,Writer,formatting,michael.ruess,CLOSED,FIXED,WW8: numbering applying heading style to Section/Page breaks,2013/8/7 14:41
13834,Writer,ui,michael.ruess,CLOSED,FIXED,MS Word import: graphics not visible,2013/8/7 14:44
40644,udk,code,stefan.baltzer,CLOSED,FIXED,Improve performance of cppu::WeakImplHelperN::queryInterface,2005/6/13 13:12
51029,Writer,editing,michael.ruess,CLOSED,FIXED,"After changing outline via Format menu, TOC empty after updated",2013/8/7 14:41
17825,udk,code,b.osi.ooo,CLOSED,FIXED,basic: where is the Byte type?,2006/5/11 19:10
28257,xml,external filters,jogi,CLOSED,FIXED,XHTML: Lists view has to be more clearly,2005/4/21 13:31
38628,porting,code,thorsten.martens,CLOSED,FIXED,oslDoCopyFile must not call fsync on Unix,2010/11/10 15:58
9751,Writer,ui,wolframgarten,CLOSED,FIXED,Problem while  using 'Paste Special' function.,2013/8/7 14:43
91120,QA,testscripts,jogi,CLOSED,FIXED,[Automation] ch2_menu.inc: Wrong count of menu items,2013/8/7 15:07
33649,xml,code,christian.guenther,CLOSED,FIXED,CustomShapes are not loaded,2004/11/26 13:03
39672,Writer,ui,michael.ruess,CLOSED,FIXED,Chart changes colors when updating,2013/8/7 14:41
39420,ui,ui,ulf.stroehler,CLOSED,FIXED,rightclick popup menu does not appear,2005/12/7 20:40
43324,ui,ui,h.ilter,CLOSED,FIXED,German typo to correct,2005/3/21 16:07
2151,Writer,ui,andreas.martens,CLOSED,FIXED,Cannot scroll to bottom of large document,2008/5/17 23:55
3958,Writer,code,michael.ruess,CLOSED,FIXED,Support Word XP inline escher objects,2013/8/7 14:41
38294,Writer,ui,michael.ruess,CLOSED,FIXED,Convert text to table dialog broken,2013/8/7 14:41
60088,porting,MacOSX,pavel,CLOSED,FIXED,gcc 3.3: svx/source/dialog/cfg.cxx,2006/12/6 11:50
42571,ui,ui,andreas.treumann,CLOSED,FIXED,rename window to "Formatvorlagen",2005/3/1 8:22
55416,Writer,open-import,michael.ruess,CLOSED,FIXED,WW8: loop after loading document containing tables in frames,2013/8/7 14:42
